cell_id,recommended_primary_role,replacement_priority_score,spatial_bin,typology,nearest_anchor_cell,nearest_neutral_cell,nearest_n150_distance,nearest_n150_distance_percentile,water_fraction,pedestrian_shelter_fraction,overhead_fraction_total,qa_flags,replacement_rationale,sampling_boundary,claim_boundary,score_typology_gap_fill,score_spatial_gap_fill,score_anchor_like_replication,score_neutral_boundary_replication,score_sparse_feature_space,score_control_cell
TP_0105,neutral_boundary_replication,75.0,east_south,transport,TP_0542,TP_0326,6.7439522545162545,0.9441997063142438,0.0,0.0213308714662047,0.1004824771151029,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0326; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,55.0,20.0
TP_0106,neutral_boundary_replication,75.0,east_south,transport,TP_0542,TP_0326,8.080791423270606,0.9706314243759178,0.0,0.0216808196090703,0.2225145653083207,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0326; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,75.0,20.0
TP_0107,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0301,2.925549464257888,0.6740088105726872,0.0,0.0,0.0603555467507375,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0109,anchor_like_replication,75.0,east_south,residential,TP_0433,TP_0301,4.3504315911766405,0.8575624082232012,0.0,0.0047193353116741,0.0047193353116741,anchor_shortfall_improvement|neutral_diversity_improvement,"anchor_like_replication; supports anchor shortfall TP_0433; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,75.0,75.0,10.0,20.0
TP_0111,neutral_boundary_replication,75.0,east_south,residential,TP_0542,TP_0326,7.290863782674011,0.9574155653450808,0.0,0.0343342811694401,0.0343342811694401,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0326; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,75.0,20.0
TP_0113,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0301,2.1655108938914585,0.4566813509544787,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0118,spatial_gap_fill,75.0,west_south,other,TP_0857,TP_0301,8.83779122558283,0.9779735682819384,0.0,0.0,0.2406584453459719,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; does not add residential/transport concentration; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,75.0,10.0,75.0,75.0,20.0
TP_0120,spatial_gap_fill,75.0,west_south,transport,TP_0857,TP_0301,3.314559685801893,0.7386196769456681,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0121,spatial_gap_fill,75.0,west_south,transport,TP_0542,TP_0326,5.6655984276902425,0.9118942731277533,0.0,0.0334209247445496,0.0460086232144914,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0326; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,55.0,20.0
TP_0124,spatial_gap_fill,75.0,west_south,transport,TP_0857,TP_0115,4.958980474029588,0.8898678414096917,0.1868964434325194,0.0,0.1391690218979901,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0115; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0125,spatial_gap_fill,75.0,west_south,transport,TP_0857,TP_0301,7.0685764459971505,0.9500734214390602,0.0,0.0,0.0707716650320582,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,75.0,20.0
TP_0128,spatial_gap_fill,75.0,west_south,transport,TP_0141,TP_0326,11.446837576720757,0.9970631424375918,0.4142262699222737,0.0193828356112191,0.0970276869172679,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0326; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,75.0,20.0
TP_0130,spatial_gap_fill,75.0,west_south,transport,TP_0433,TP_0492,5.036777549915609,0.8972099853157122,0.4444313586935186,0.0,0.0023861031973901,west_south_improvement|anchor_shortfall_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports anchor shortfall TP_0433; supports neutral diversity TP_0492; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,75.0,75.0,10.0,20.0
TP_0131,spatial_gap_fill,75.0,west_south,civic_institutional,TP_0141,TP_0326,11.967775164104815,1.0,0.2615727176842845,0.0185912996981778,0.0801485378942356,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0326; does not add residential/transport concentration; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,75.0,10.0,75.0,75.0,20.0
TP_0132,neutral_boundary_replication,75.0,east_south,civic_institutional,TP_0857,TP_0115,4.1085458541117585,0.8355359765051396,0.1015152704718536,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0115; does not add residential/transport concentration; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,15.0,10.0,75.0,10.0,55.0
TP_0134,neutral_boundary_replication,75.0,east_south,transport,TP_0542,TP_0326,4.963993924069052,0.8913362701908958,0.0,0.0215766829085634,0.2176725537716032,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0326; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0137,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0301,2.2862651625315085,0.4948604992657856,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0138,neutral_boundary_replication,75.0,east_south,transport,TP_0141,TP_0326,3.801744273969932,0.7944199706314243,0.0,0.0099489302291549,0.0401427151093702,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0326; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0140,neutral_boundary_replication,75.0,east_south,residential,TP_0141,TP_0326,3.409911393301028,0.7547723935389133,0.0,0.0099917878100283,0.0099917878100283,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0326; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0142,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0115,3.8851782818813567,0.8091042584434655,0.0,0.0,0.0534908392618704,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0115; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0143,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0115,2.84016081464749,0.6475770925110133,0.0498027420803874,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0115; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0144,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0115,4.141166863991201,0.8370044052863436,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0115; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0145,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0301,2.52712357137866,0.5682819383259912,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0147,spatial_gap_fill,75.0,west_south,other,TP_0857,TP_0301,2.051828066751874,0.4052863436123348,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; does not add residential/transport concentration; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,75.0,10.0,75.0,10.0,55.0
TP_0148,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,1.8344584286284924,0.328928046989721,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0149,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,2.285311414705237,0.4933920704845815,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0150,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,2.6650514243687553,0.6064610866372981,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0151,spatial_gap_fill,75.0,west_south,residential,TP_0542,TP_0326,4.160876748513142,0.8384728340675477,0.0,0.0314042972291811,0.0314042972291811,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0326; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0152,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,2.8762330870224226,0.6622613803230544,0.0,0.0,0.000567484116218,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0157,spatial_gap_fill,75.0,west_south,civic_institutional,TP_0542,TP_0676,6.023334978908438,0.920704845814978,0.0029899429192715,0.0471902851694104,0.1135652045220579,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0676; does not add residential/transport concentration; retains sparse feature-space diagnostic value; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,75.0,10.0,75.0,55.0,20.0
TP_0161,neutral_boundary_replication,75.0,east_south,civic_institutional,TP_0857,TP_0301,3.283558530718844,0.7327459618208517,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; does not add residential/transport concentration; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,15.0,10.0,75.0,10.0,55.0
TP_0163,neutral_boundary_replication,75.0,east_south,residential,TP_0857,TP_0301,1.5257868331736955,0.1762114537444934,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0164,neutral_boundary_replication,75.0,east_south,residential,TP_0857,TP_0301,1.4470097393783616,0.14537444933920704,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0167,neutral_boundary_replication,75.0,east_south,residential,TP_0857,TP_0301,1.2008824229549369,0.0631424375917768,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0172,neutral_boundary_replication,75.0,east_south,transport,TP_0857,TP_0115,2.9360167819287333,0.6784140969162996,0.0960862342077811,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0115; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,15.0,10.0,75.0,10.0,20.0
TP_0173,neutral_boundary_replication,75.0,east_south,civic_institutional,TP_0857,TP_0115,3.4992005445590406,0.7709251101321586,0.3487613574590355,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0115; does not add residential/transport concentration; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,15.0,10.0,75.0,10.0,55.0
TP_0174,neutral_boundary_replication,75.0,east_south,civic_institutional,TP_0857,TP_0301,2.1205633995158792,0.43171806167400884,0.0,0.0,0.0,neutral_diversity_improvement,"neutral_boundary_replication; supports neutral diversity TP_0301; does not add residential/transport concentration; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",40.0,15.0,10.0,75.0,10.0,55.0
TP_0175,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,1.3108152017042267,0.08223201174743025,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0176,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,4.169936231571421,0.8399412628487518,0.0400534045393858,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0177,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,3.0894943880969397,0.7048458149779736,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0178,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,1.442347490514319,0.14390602055800295,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0179,spatial_gap_fill,75.0,west_south,residential,TP_0857,TP_0301,2.1451863012046353,0.44493392070484583,0.0,0.0,0.0,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0301; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
TP_0180,spatial_gap_fill,75.0,west_south,residential,TP_0141,TP_0326,3.2563004603764063,0.7283406754772394,0.0,0.0280451951671312,0.0280451951671312,west_south_improvement|neutral_diversity_improvement,"spatial_gap_fill; improves west_south support; supports neutral diversity TP_0326; candidate design replacement only, not run-ready.",candidate_design_only_not_N300_run_ready,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling.",20.0,75.0,10.0,75.0,10.0,20.0
