source_table,source_path,column_name,dataset_column,dtype,non_null_count,missing_fraction,unique_count,classification,predictor_allowed,feature_group_hint,rejection_reason,leakage_guard,claim_boundary
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,evidence_summary,cu__evidence_summary,object,24,0.975659229208925,24,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_confounding_flag,cu__overhead_confounding_flag,object,986,0.0,3,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_interpretation,cu__overhead_interpretation,object,986,0.0,4,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,candidate_id,cu__candidate_id,object,12,0.9878296146044625,12,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,role,cu__role,object,12,0.9878296146044625,8,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,required,cu__required,object,12,0.9878296146044625,2,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,selection_status,cu__selection_status,object,12,0.9878296146044625,2,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,expected_direction,cu__expected_direction,object,12,0.9878296146044625,12,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,notes,cu__notes,object,12,0.9878296146044625,12,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,park_distance_m,cu__park_distance_m,float64,986,0.0,974,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,elderly_proxy,cu__elderly_proxy,float64,986,0.0,2,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,outdoor_exposure_proxy,cu__outdoor_exposure_proxy,float64,986,0.0,719,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,land_use_hint,cu__land_use_hint,object,986,0.0,7,safe,True,typology_context,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,centroid_x_svy21,cu__centroid_x_svy21,float64,986,0.0,29,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,centroid_y_svy21,cu__centroid_y_svy21,float64,986,0.0,34,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,cell_area_m2,cu__cell_area_m2,float64,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,land_use_raw,cu__land_use_raw,object,986,0.0,17,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,land_use_fraction,cu__land_use_fraction,float64,986,0.0,889,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,gpr_area_weighted,cu__gpr_area_weighted,float64,986,0.0,653,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,nearest_park_name,cu__nearest_park_name,object,986,0.0,22,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,large_park_distance_m,cu__large_park_distance_m,float64,986,0.0,986,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,nearest_large_park_name,cu__nearest_large_park_name,object,986,0.0,4,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,water_distance_m,cu__water_distance_m,float64,986,0.0,966,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,nearest_water_name,cu__nearest_water_name,object,67,0.9320486815415822,4,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,max_building_height_m,cu__max_building_height_m,float64,986,0.0,75,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,elderly_proxy_source,cu__elderly_proxy_source,object,986,0.0,1,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,outdoor_exposure_source,cu__outdoor_exposure_source,object,986,0.0,1,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,forecast_spatial_note,cu__forecast_spatial_note,object,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,mean_building_height_m,cu__mean_building_height_m,float64,986,0.0,622,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dynamic_world_tree_fraction,cu__dynamic_world_tree_fraction,float64,986,0.0,166,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dynamic_world_grass_fraction,cu__dynamic_world_grass_fraction,float64,986,0.0,50,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dynamic_world_water_fraction,cu__dynamic_world_water_fraction,float64,986,0.0,130,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dynamic_world_built_up_fraction,cu__dynamic_world_built_up_fraction,float64,986,0.0,279,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,ndvi_norm_for_greenery_proxy,cu__ndvi_norm_for_greenery_proxy,float64,986,0.0,924,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,greenery_fraction_beta,cu__greenery_fraction_beta,float64,986,0.0,931,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,gvi_source,cu__gvi_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,height_source,cu__height_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,tree_canopy_source,cu__tree_canopy_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,ndvi_source,cu__ndvi_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction,cu__shade_fraction,float64,986,0.0,969,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf_source,cu__svf_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_source,cu__shade_fraction_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,impervious_source,cu__impervious_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,impervious_fraction_old_beta,cu__impervious_fraction_old_beta,float64,986,0.0,919,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,impervious_fraction_vector_component,cu__impervious_fraction_vector_component,float64,986,0.0,834,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,impervious_fraction_dw_component,cu__impervious_fraction_dw_component,float64,986,0.0,279,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,impervious_fraction_green_component,cu__impervious_fraction_green_component,float64,986,0.0,931,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,elderly_pct_65plus,cu__elderly_pct_65plus,float64,986,0.0,271,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,children_pct_under5,cu__children_pct_under5,float64,986,0.0,268,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,subzone_area_weighted,cu__subzone_area_weighted,object,986,0.0,260,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dominant_subzone,cu__dominant_subzone,object,986,0.0,20,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dominant_planning_area,cu__dominant_planning_area,object,986,0.0,6,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,demographic_vulnerability_raw,cu__demographic_vulnerability_raw,float64,986,0.0,271,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,demographic_vulnerability_score,cu__demographic_vulnerability_score,float64,986,0.0,257,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,bus_stop_score_raw,cu__bus_stop_score_raw,float64,986,0.0,983,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,bus_stop_count,cu__bus_stop_count,int64,986,0.0,24,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,mrt_exit_score_raw,cu__mrt_exit_score_raw,float64,986,0.0,728,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,mrt_exit_count,cu__mrt_exit_count,int64,986,0.0,12,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,sport_facility_score_raw,cu__sport_facility_score_raw,float64,986,0.0,373,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,sport_facility_count,cu__sport_facility_count,int64,986,0.0,4,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,hawker_centre_score_raw,cu__hawker_centre_score_raw,float64,986,0.0,522,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,hawker_centre_count,cu__hawker_centre_count,int64,986,0.0,7,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,eldercare_score_raw,cu__eldercare_score_raw,float64,986,0.0,694,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,eldercare_count,cu__eldercare_count,int64,986,0.0,9,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,preschool_score_raw,cu__preschool_score_raw,float64,986,0.0,958,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,preschool_count,cu__preschool_count,int64,986,0.0,20,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,outdoor_exposure_raw,cu__outdoor_exposure_raw,float64,986,0.0,986,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,node_vulnerability_raw,cu__node_vulnerability_raw,float64,986,0.0,977,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,outdoor_exposure_score_v071,cu__outdoor_exposure_score_v071,float64,986,0.0,888,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,node_vulnerability_score,cu__node_vulnerability_score,float64,986,0.0,888,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,vulnerability_score_v071,cu__vulnerability_score_v071,float64,986,0.0,921,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,risk_exposure_note_v071,cu__risk_exposure_note_v071,object,986,0.0,1,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf_proxy_v07,cu__svf_proxy_v07,float64,986,0.0,874,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_proxy_v07,cu__shade_fraction_proxy_v07,float64,986,0.0,976,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,building_pixel_fraction,cu__building_pixel_fraction,float64,986,0.0,331,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,n_total_pixels,cu__n_total_pixels,int64,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,n_open_pixels,cu__n_open_pixels,int64,986,0.0,331,safe,True,full_safe_compact,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf_umep_mean_open_with_veg,cu__svf_umep_mean_open_with_veg,float64,986,0.0,985,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf_umep_p10_open_with_veg,cu__svf_umep_p10_open_with_veg,float64,986,0.0,767,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf_umep_p90_open_with_veg,cu__svf_umep_p90_open_with_veg,float64,986,0.0,902,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_umep_10_16_open_with_veg,cu__shade_fraction_umep_10_16_open_with_veg,float64,986,0.0,944,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_umep_13_15_open_with_veg,cu__shade_fraction_umep_13_15_open_with_veg,float64,986,0.0,932,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_umep_peak_open_with_veg,cu__shade_fraction_umep_peak_open_with_veg,float64,986,0.0,919,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_umep_1000_open_with_veg,cu__shade_fraction_umep_1000_open_with_veg,float64,986,0.0,903,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_umep_1100_open_with_veg,cu__shade_fraction_umep_1100_open_with_veg,float64,986,0.0,913,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_umep_1200_open_with_veg,cu__shade_fraction_umep_1200_open_with_veg,float64,986,0.0,912,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_umep_1300_open_with_veg,cu__shade_fraction_umep_1300_open_with_veg,float64,986,0.0,898,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
