selection_rank,cell_id,selection_status,selection_tier,existing_solweig_label_status,primary_sampling_stratum,secondary_sampling_strata,typology_label,sampling_feature_coverage_reason,quota_reason,lhs_or_greedy_reason,extreme_coverage_reason,replacement_of_cell_id,source_feature_completeness,auto_qa_flag,manual_review_required,manual_review_reason,notes
83,TP_0215,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
84,TP_0465,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
85,TP_0458,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,commercial,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
86,TP_0454,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|road_edge_or_high_road_fraction|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,geographically_isolated_edge_cell|overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
87,TP_0967,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
88,TP_0720,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
89,TP_0226,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
90,TP_0192,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
91,TP_0313,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
92,TP_0744,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
93,TP_0498,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,other,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
94,TP_0318,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed,water,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
95,TP_0740,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
96,TP_0081,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
97,TP_0893,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,commercial,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
98,TP_0040,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
99,TP_0381,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|water_edge_or_blue_green_mixed|grass_or_open_park,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
100,TP_0608,selected_new,added126,pending_b7_new_run,road_edge_or_high_road_fraction,road_edge_or_high_road_fraction|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
101,TP_0041,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
102,TP_0346,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
103,TP_0554,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
104,TP_0162,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
105,TP_0005,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
106,TP_0018,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|mixed_upper_tail_probe_proxy,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
107,TP_0948,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|road_edge_or_high_road_fraction|mixed_upper_tail_probe_proxy,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
108,TP_0871,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
109,TP_0592,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|road_edge_or_high_road_fraction|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,geographically_isolated_edge_cell,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
110,TP_0747,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
111,TP_0133,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
112,TP_0908,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|road_edge_or_high_road_fraction|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
113,TP_0218,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,commercial,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
114,TP_0711,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
115,TP_0822,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
116,TP_0418,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
117,TP_0759,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
118,TP_0066,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,other,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
119,TP_0663,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
120,TP_0053,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
121,TP_0286,selected_new,added126,pending_b7_new_run,overhead_or_transport_structure,overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
122,TP_0647,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
123,TP_0108,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
124,TP_0337,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
125,TP_0934,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
126,TP_0600,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
127,TP_0799,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
128,TP_0817,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
129,TP_0936,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
130,TP_0710,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
131,TP_0183,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|mixed_upper_tail_probe_proxy,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
132,TP_0670,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|mixed_upper_tail_probe_proxy,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
133,TP_0378,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|road_edge_or_high_road_fraction|max_extreme_probe_proxy,park_open_space,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
134,TP_0772,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
135,TP_0208,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
136,TP_0285,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
137,TP_0082,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
138,TP_0718,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
139,TP_0065,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,other,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
140,TP_0023,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
141,TP_0707,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|dense_built_or_low_open_pixel,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,geographically_isolated_edge_cell,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
142,TP_0616,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
143,TP_0614,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,civic_institutional,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
144,TP_0114,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed|road_edge_or_high_road_fraction,park_open_space,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
145,TP_0263,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
146,TP_0892,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
147,TP_0166,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
148,TP_0746,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead,transport,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
149,TP_0365,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,overhead_semantics_ambiguous,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
150,TP_0628,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,Latin Hypercube feature-space coverage,,qmc_lhs_nearest_with_diversity_penalty,,,1.0,,False,,New B7 SOLWEIG run needed; selected by automated B6 feature-space design.
