selection_rank,cell_id,selection_status,selection_tier,existing_solweig_label_status,primary_sampling_stratum,secondary_sampling_strata,typology_label,auto_qa_flag,quick_map_check_status,only_question,replace_if,replacement_candidate_1,replacement_candidate_2,replacement_candidate_3,reviewer_notes,geometry_or_centroid_available,longitude_or_x,latitude_or_y
17,TP_0575,retained_n24,n24_seed,completed_n24,open_hardscape_high_svf,open_hardscape_high_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|road_edge_or_high_road_fraction|max_extreme_probe_proxy,transport,geographically_isolated_edge_cell|overhead_semantics_ambiguous,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0431,TP_0373,TP_0157,,True,103.86072467438272,1.3432021267117755
19,TP_0676,retained_n24,n24_seed,completed_n24,shaded_canopy_low_svf,shaded_canopy_low_svf|overhead_or_transport_structure|covered_walkway_or_pedestrian_overhead|mixed_upper_tail_probe_proxy,residential,overhead_semantics_ambiguous,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0131,TP_0122,,True,103.847246287685,1.3468196991174683
25,TP_0555,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf|water_edge_or_blue_green_mixed,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0158,TP_0431,TP_0157,,True,103.84275346459437,1.3432022629136326
26,TP_0890,selected_new,added126,pending_b7_new_run,water_edge_or_blue_green_mixed,shaded_canopy_low_svf|water_edge_or_blue_green_mixed|road_edge_or_high_road_fraction|mixed_upper_tail_probe_proxy,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0131,TP_0347,TP_0826,,True,103.85713052917409,1.353150172676759
28,TP_0248,selected_new,added126,pending_b7_new_run,grass_or_open_park,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|grass_or_open_park|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,commercial,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0256,TP_0090,TP_0617,,True,103.8535361092986,1.3332541880110325
29,TP_0882,selected_new,added126,pending_b7_new_run,grass_or_open_park,shaded_canopy_low_svf|grass_or_open_park|road_edge_or_high_road_fraction,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0826,TP_0228,TP_0617,,True,103.84994201613335,1.3531502329200058
32,TP_0380,selected_new,added126,pending_b7_new_run,grass_or_open_park,shaded_canopy_low_svf|grass_or_open_park,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0350,TP_0826,TP_0881,,True,103.84185488530726,1.3377760792504996
35,TP_0126,selected_new,added126,pending_b7_new_run,road_edge_or_high_road_fraction,shaded_canopy_low_svf|road_edge_or_high_road_fraction|mixed_upper_tail_probe_proxy,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0131,TP_0191,,True,103.84814474644683,1.3296367684147303
37,TP_0060,selected_new,added126,pending_b7_new_run,max_extreme_probe_proxy,open_hardscape_high_svf|water_edge_or_blue_green_mixed|road_edge_or_high_road_fraction|max_extreme_probe_proxy,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0431,TP_0373,TP_0158,,True,103.8409562961669,1.327828072110505
40,TP_0489,selected_new,added126,pending_b7_new_run,max_extreme_probe_proxy,open_hardscape_high_svf|road_edge_or_high_road_fraction|max_extreme_probe_proxy,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0431,TP_0373,TP_0617,,True,103.86162320364708,1.3404890232525222
43,TP_0947,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0580,TP_0881,TP_0191,,True,103.85623198203452,1.3549589100461006
44,TP_0006,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0617,TP_0062,,True,103.84455050779536,1.3260193291489106
45,TP_0933,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0945,TP_0174,TP_0373,,True,103.84365207465096,1.354958996831645
46,TP_0899,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0897,TP_0823,TP_0580,,True,103.8652176058882,1.353150079281037
47,TP_0160,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0347,TP_0101,TP_0062,,True,103.85263753132192,1.3305411017088364
48,TP_0361,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0256,TP_0080,,True,103.85084046427504,1.3368716668040492
49,TP_0543,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf|water_edge_or_blue_green_mixed,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0158,TP_0431,TP_0157,,True,103.85802898396832,1.3422977912141485
50,TP_0448,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|road_edge_or_high_road_fraction|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0131,,True,103.85084048351165,1.339584760248178
51,TP_0276,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.85263755947926,1.33415855977129
52,TP_0901,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|road_edge_or_high_road_fraction|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0131,TP_0122,,True,103.8409563772996,1.3540546424818265
53,TP_0237,selected_new,added126,pending_b7_new_run,background_feature_space_fill,background_feature_space_fill,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0288,TP_0617,TP_0581,,True,103.84365198354806,1.3332542496619508
54,TP_0207,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0174,TP_0945,TP_0158,,True,103.84275342320562,1.3323498887349094
55,TP_0792,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0823,TP_0897,TP_0617,,True,103.84724630822666,1.350437156796515
56,TP_0657,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0256,TP_0062,,True,103.8562318974002,1.3459152664423215
58,TP_0407,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0131,,True,103.84005777066255,1.338680449386316
60,TP_0020,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|water_edge_or_blue_green_mixed|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0062,TP_0347,,True,103.8571302674301,1.3260192396226438
62,TP_0233,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0262,TP_0101,TP_0350,,True,103.84005775591012,1.3332542621803831
64,TP_0599,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0347,TP_0090,,True,103.85623188054142,1.3441065376406385
66,TP_0693,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|road_edge_or_high_road_fraction|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0131,TP_0347,,True,103.86252183822096,1.346819563198974
67,TP_0319,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0347,TP_0131,TP_0090,,True,103.8652173713028,1.3350627924964027
68,TP_0552,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0062,TP_0617,,True,103.8400577830021,1.343202271873837
69,TP_0049,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|water_edge_or_blue_green_mixed|dense_built_or_low_open_pixel,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0090,TP_0101,,True,103.8571302760694,1.3269236041546286
71,TP_0560,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,commercial,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0101,TP_0823,TP_0262,,True,103.84724626719854,1.3432022413306404
72,TP_0963,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0062,,True,103.84455064364916,1.355863357191068
73,TP_0056,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0080,,True,103.86342015777517,1.3269235352209652
74,TP_0135,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0131,TP_0347,TP_0617,,True,103.856231746488,1.3296367062621235
75,TP_0691,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0347,TP_0617,TP_0131,,True,103.86072471471584,1.346819584189808
76,TP_0028,selected_new,added126,pending_b7_new_run,open_hardscape_high_svf,open_hardscape_high_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0373,TP_0174,TP_0288,,True,103.86431870102749,1.326019159582181
79,TP_0430,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|grass_or_open_park,commercial,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0401,TP_0823,TP_0350,,True,103.86072462411896,1.3386803047131066
80,TP_0097,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.84814474105866,1.3287324038545631
82,TP_0719,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0347,TP_0131,,True,103.85982616272187,1.3477239585445753
83,TP_0215,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0617,TP_0256,,True,103.84994187574902,1.332349850523879
84,TP_0465,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,civic_institutional,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0062,,True,103.84005777559338,1.340489178401443
85,TP_0458,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,commercial,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.85982607503794,1.3395846790679122
88,TP_0720,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.86072472481608,1.3477239485424863
90,TP_0192,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0090,TP_0347,,True,103.8553332069704,1.331445443511387
91,TP_0313,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,transport,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0897,TP_0401,TP_0580,,True,103.85982602655436,1.335062856901713
92,TP_0744,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0256,TP_0062,TP_0090,,True,103.85623192273091,1.3486283595943451
93,TP_0498,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,other,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0823,TP_0897,,True,103.84365201753909,1.3413935303040696
94,TP_0318,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|water_edge_or_blue_green_mixed,water,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0101,TP_0062,TP_0347,,True,103.86431881386318,1.335062804056747
95,TP_0740,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0823,TP_0897,TP_0101,,True,103.85263767287374,1.3486283909505137
96,TP_0081,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|dense_built_or_low_open_pixel|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0617,TP_0256,,True,103.85982594932192,1.3278279410887908
97,TP_0893,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|mixed_upper_tail_probe_proxy,commercial,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0347,TP_0617,TP_0090,,True,103.85982622147318,1.3531501445592125
98,TP_0040,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0090,TP_0062,TP_0080,,True,103.8490432848911,1.3269236691362878
99,TP_0381,selected_new,added126,pending_b7_new_run,shaded_canopy_low_svf,shaded_canopy_low_svf|street_canyon_or_wall_adjacent|water_edge_or_blue_green_mixed|grass_or_open_park,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0062,TP_0090,TP_0256,,True,103.842753443858,1.3377760759447117
100,TP_0608,selected_new,added126,pending_b7_new_run,road_edge_or_high_road_fraction,road_edge_or_high_road_fraction|mixed_upper_tail_probe_proxy,residential,,pending,"Is this obviously unsuitable, e.g. almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, or clearly wrong type?","Replace only if almost pure water, invalid geometry, pure rooftop/building body, AOI edge artifact, clearly wrong type, or excessive near-duplicate with no added value.",TP_0617,TP_0131,TP_0373,,True,103.8643189274665,1.3441064478635452
