qa_run_id,cell_id,typology_label,hour_sgt,scenario_id,forcing_id,forcing_file,qa_role,expected_direction,notes
v12_formal_hotday_core8_TP_0565_h10_base,TP_0565,school_gate_asphalt_road_edge_hot_anchor,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h16_base,TP_0059,open_paved_hardscape_parking_lot,16,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h16_overhead,TP_0059,open_paved_hardscape_parking_lot,16,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h10_base,TP_0835,wooded_green_space_low_radiative_diagnostic,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h10_overhead,TP_0835,wooded_green_space_low_radiative_diagnostic,10,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h12_base,TP_0835,wooded_green_space_low_radiative_diagnostic,12,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h12_overhead,TP_0835,wooded_green_space_low_radiative_diagnostic,12,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h13_base,TP_0835,wooded_green_space_low_radiative_diagnostic,13,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h13_overhead,TP_0835,wooded_green_space_low_radiative_diagnostic,13,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h15_base,TP_0835,wooded_green_space_low_radiative_diagnostic,15,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h15_overhead,TP_0835,wooded_green_space_low_radiative_diagnostic,15,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h16_base,TP_0835,wooded_green_space_low_radiative_diagnostic,16,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0835_h16_overhead,TP_0835,wooded_green_space_low_radiative_diagnostic,16,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
