register_id,batch_id,role,dimension_or_gate,status,severity,blocker_status,notes,evidence,claim_boundary
M039,b85_f3a_microbatch,smoke_diagnostic_only,hour_sgt set,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3a_microbatch/B8_5_F3A_STATUS.md;configs/v12/systemb_b85_f3a_microbatch_execution.yaml;outputs/v12_surrogate/b8_5_f3a_microbatch/b85_f3a_microbatch_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M040,b85_f3a_microbatch,smoke_diagnostic_only,scenarios,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3a_microbatch/B8_5_F3A_STATUS.md;configs/v12/systemb_b85_f3a_microbatch_execution.yaml;outputs/v12_surrogate/b8_5_f3a_microbatch/b85_f3a_microbatch_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M041,b85_f3a_microbatch,smoke_diagnostic_only,output target / Tmrt extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3a_microbatch/B8_5_F3A_STATUS.md;configs/v12/systemb_b85_f3a_microbatch_execution.yaml;outputs/v12_surrogate/b8_5_f3a_microbatch/b85_f3a_microbatch_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M042,b85_f3a_microbatch,smoke_diagnostic_only,postrun label extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3a_microbatch/B8_5_F3A_STATUS.md;configs/v12/systemb_b85_f3a_microbatch_execution.yaml;outputs/v12_surrogate/b8_5_f3a_microbatch/b85_f3a_microbatch_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M043,b85_f3a_microbatch,smoke_diagnostic_only,pairwise delta formula,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3a_microbatch/B8_5_F3A_STATUS.md;configs/v12/systemb_b85_f3a_microbatch_execution.yaml;outputs/v12_surrogate/b8_5_f3a_microbatch/b85_f3a_microbatch_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M044,b85_f3b_onecell,smoke_diagnostic_only,building_dsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M045,b85_f3b_onecell,smoke_diagnostic_only,building_dsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M046,b85_f3b_onecell,smoke_diagnostic_only,vegetation_cdsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M047,b85_f3b_onecell,smoke_diagnostic_only,vegetation_cdsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M048,b85_f3b_onecell,smoke_diagnostic_only,grid_geometry_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M049,b85_f3b_onecell,smoke_diagnostic_only,base_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M050,b85_f3b_onecell,smoke_diagnostic_only,overhead_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M051,b85_f3b_onecell,smoke_diagnostic_only,overhead_layer_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M052,b85_f3b_onecell,smoke_diagnostic_only,overhead_as_canopy_rule,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M053,b85_f3b_onecell,smoke_diagnostic_only,DEM mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M054,b85_f3b_onecell,smoke_diagnostic_only,landcover mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M055,b85_f3b_onecell,smoke_diagnostic_only,tile extent / tile buffer / tile resolution,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M056,b85_f3b_onecell,smoke_diagnostic_only,per-cell asset layout,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M057,b85_f3b_onecell,smoke_diagnostic_only,SVF artifact type,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M058,b85_f3b_onecell,smoke_diagnostic_only,SOLWEIG parameters,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M059,b85_f3b_onecell,smoke_diagnostic_only,QGIS/UMEP algorithm id,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M060,b85_f3b_onecell,smoke_diagnostic_only,forcing_day_id set,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M061,b85_f3b_onecell,smoke_diagnostic_only,hour_sgt set,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M062,b85_f3b_onecell,smoke_diagnostic_only,scenarios,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M063,b85_f3b_onecell,smoke_diagnostic_only,output target / Tmrt extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M064,b85_f3b_onecell,smoke_diagnostic_only,postrun label extraction convention,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M065,b85_f3b_onecell,smoke_diagnostic_only,pairwise delta formula,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md;configs/v12/systemb_b85_f3b_onecell_fullslice.yaml;outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M066,core8_optional_or_planned,smoke_diagnostic_only,building_dsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M067,core8_optional_or_planned,smoke_diagnostic_only,building_dsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M068,core8_optional_or_planned,smoke_diagnostic_only,vegetation_cdsm_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M069,core8_optional_or_planned,smoke_diagnostic_only,vegetation_cdsm_version_status,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M070,core8_optional_or_planned,smoke_diagnostic_only,grid_geometry_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M071,core8_optional_or_planned,smoke_diagnostic_only,base_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M072,core8_optional_or_planned,smoke_diagnostic_only,overhead_svf_source_or_generation_method,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M073,core8_optional_or_planned,smoke_diagnostic_only,overhead_layer_path,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M074,core8_optional_or_planned,smoke_diagnostic_only,overhead_as_canopy_rule,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M075,core8_optional_or_planned,smoke_diagnostic_only,DEM mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M076,core8_optional_or_planned,smoke_diagnostic_only,landcover mode,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M077,core8_optional_or_planned,smoke_diagnostic_only,tile extent / tile buffer / tile resolution,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M078,core8_optional_or_planned,smoke_diagnostic_only,per-cell asset layout,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M079,core8_optional_or_planned,smoke_diagnostic_only,SVF artifact type,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
M080,core8_optional_or_planned,smoke_diagnostic_only,SOLWEIG parameters,WARN_NONFINAL_PROTOCOL_DIFFERENCE,WARN_NONFINAL,not_blocking,Nonfinal diagnostic/deprecated batch; not a final ML mixing failure.,configs/v12/OpenHeat_v12_SOLWEIG_typology_core8_run_matrix.csv;docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_runbook_CN.md,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
