cell_id,scenario,task_name,target_path,status,runtime_used,note,claim_boundary
TP_0972,all,focus_cell_geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/focus_cell.geojson,CREATED_OR_REFRESHED,stdlib_python,focus cell vector copied from locked grid source,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0015,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0015/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0431,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0431/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0431,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0431/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0431,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0431/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0431,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0431/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0431,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0431/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0431,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0431/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0431,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0431/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0016,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0016/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0016,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0016/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0016,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0016/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0016,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0016/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0016,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0016/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0016,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0016/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0016,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0016/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0564,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0564/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0564,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0564/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0564,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0564/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0564,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0564/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0564,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0564/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0564,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0564/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0564,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0564/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,all,cdsm_base_vegetation_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_vegetation_tile_base.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,overhead_as_canopy,overhead_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_overhead_canopy_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,overhead_as_canopy,cdsm_overhead_as_canopy_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_vegetation_tile_overhead_as_canopy.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,base,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/svf_base/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,overhead_as_canopy,scenario_svf_svfs_zip,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/svf_overhead_as_canopy/svfs.zip,PENDING_QGIS_SVF_GENERATION,qgis_umep_processing,Do not fabricate svfs.zip from full-AOI SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0623,all,dsm_buildings_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_buildings_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0623,all,flat_dem_tile,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_dem_flat_tile.tif,CREATED_BY_PYTHON_RASTERIO,python_rasterio,,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
