feature_set,column_name,feature_group,included,n_features_in_set,residual_two_stage,selection_reason,claim_boundary
static_physical_core_only,typology_support_count,typology_role_context,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,typology_label,typology_role_context,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,svf_or_open_sky,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,shade_fraction,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,building_density,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,building_height_or_canyon_proxy,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,road_or_hardscape_fraction,hardscape_impervious_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,tree_or_gvi_fraction,vegetation_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,grass_fraction,vegetation_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,water_edge_or_water_fraction,water_park_edge_context,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_fraction,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,impervious_or_built_fraction,hardscape_impervious_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,svf_umep_selected,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,shade_fraction_umep_selected,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,building_pixel_fraction_v10,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,open_pixel_fraction_v10,other_compact_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,dsm_building_height_mean_m_v10,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,dsm_building_height_p90_m_v10,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,svf_umep_mean_open_v10,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,shade_fraction_umep_10_16_open_v10,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,shade_fraction_umep_13_15_open_v10,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,v10_building_density,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_shade_proxy,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_fraction_covered_walkway,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_fraction_pedestrian_bridge,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_fraction_viaduct,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,forcing_day_id,context_forcing_time,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,hour_sgt,context_forcing_time,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,ped_access_shade_frac_proxy,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,ped_access_shade_length_m_proxy,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_patch_count,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_total_area_m2,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_mean_patch_area_m2,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,open_high_svf_low_shade_frac,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,water_edge_contact_frac,water_park_edge_context,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,park_edge_contact_frac,water_park_edge_context,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,hardscape_edge_contact_frac,water_park_edge_context,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,neighbourhood_shade_mean,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,neighbourhood_overhead_frac,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,neighbourhood_open_frac,other_compact_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,tree_building_overlap_proxy,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,tree_near_tall_building_frac,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,height_roughness_iqr_m,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,height_asymmetry_idx,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,typology_support_count,typology_role_context,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,typology_label,typology_role_context,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,svf_or_open_sky,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,shade_fraction,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,building_density,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,building_height_or_canyon_proxy,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,road_or_hardscape_fraction,hardscape_impervious_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,tree_or_gvi_fraction,vegetation_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,grass_fraction,vegetation_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,water_edge_or_water_fraction,water_park_edge_context,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_fraction,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,impervious_or_built_fraction,hardscape_impervious_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,svf_umep_selected,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,shade_fraction_umep_selected,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,building_pixel_fraction_v10,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,open_pixel_fraction_v10,other_compact_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,dsm_building_height_mean_m_v10,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,dsm_building_height_p90_m_v10,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,svf_umep_mean_open_v10,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,shade_fraction_umep_10_16_open_v10,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,shade_fraction_umep_13_15_open_v10,shade_svf_radiative_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,v10_building_density,building_canyon_morphology,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_shade_proxy,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_fraction_covered_walkway,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_fraction_pedestrian_bridge,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,overhead_fraction_viaduct,overhead_structure_proxy,yes,44,no,static physical proxies plus forcing_day/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,ped_access_shade_frac_proxy,shade_svf_radiative_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,ped_access_shade_length_m_proxy,shade_svf_radiative_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,overhead_patch_count,overhead_structure_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,overhead_total_area_m2,overhead_structure_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,overhead_mean_patch_area_m2,overhead_structure_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,open_high_svf_low_shade_frac,shade_svf_radiative_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,water_edge_contact_frac,water_park_edge_context,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,park_edge_contact_frac,water_park_edge_context,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,hardscape_edge_contact_frac,water_park_edge_context,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,neighbourhood_shade_mean,shade_svf_radiative_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,neighbourhood_overhead_frac,overhead_structure_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,neighbourhood_open_frac,other_compact_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,tree_building_overlap_proxy,building_canyon_morphology,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,tree_near_tall_building_frac,building_canyon_morphology,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,height_roughness_iqr_m,building_canyon_morphology,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,height_asymmetry_idx,building_canyon_morphology,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,typology_support_count,typology_role_context,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,typology_label,typology_role_context,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,svf_or_open_sky,shade_svf_radiative_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,shade_fraction,shade_svf_radiative_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,building_density,building_canyon_morphology,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,building_height_or_canyon_proxy,building_canyon_morphology,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,road_or_hardscape_fraction,hardscape_impervious_proxy,yes,42,yes,context mean baseline plus static-feature residual model,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
